2007-12-31 23:00:00  13  2
   -1.0    5.945000
   -8.0    5.939000
  -10.0    5.942000
  -20.0    5.940000
  -30.0    5.935000
  -35.0    5.941000
  -45.0    5.934000
  -80.0    5.943000
 -100.0    5.726000
 -120.0    4.021000
 -150.0    4.172000
 -200.0    4.164000
 -300.0    4.025000
