County_FIPS,Customers
45055,43198
45057,52274
45059,71549
45061,5675
45063,165904
45065,4091
45067,8497
45069,14959
45071,23376
45073,40425
45075,58624
45077,74039
45079,227559
45081,11824
45083,147558
45085,42515
45087,21940
45089,21455
45091,173488
46003,1368
46005,9787
46007,715
46009,2917
46011,19030
46013,19238
46015,2837
46017,592
46019,4717
46021,576
46023,4915
46025,1587
46027,8444
46029,24302
46031,1975
46033,4481
46035,11593
46037,4051
46039,1505
46041,4866
46043,1745
46045,2191
46047,4055
46049,1168
46051,3124
46053,2673
46055,1375
46057,2187
46059,1991
46061,1960
46063,403
46065,14362
46067,5650
46069,615
46071,915
46073,1049
46075,697
46077,2587
46079,8064
46081,15540
46083,31561
46085,2969
46087,3102
46089,1223
46091,2509
46093,14286
46095,403
46097,1069
46099,91940
46101,3517
46102,4164
46103,68130
46105,890
46107,1138
46109,4096
46111,1463
46115,3353
46117,2520
46119,681
46121,2194
46123,4744
46125,4964
46127,3359
46129,2370
46135,11940
46137,1374
47001,42752
47003,28282
47005,10355
47007,7566
47009,70519
47011,54499
47013,22286
47015,5893
47017,15731
47019,30689
47021,15430
47023,5853
47025,21378
47027,4055
47029,18729
47031,33033
47033,6207
47035,36171
47037,359052
47039,7248
47041,10381
47043,28739
47045,19619
47047,22058
47049,10685
47051,22923
47053,28041
47055,16388
47057,12567
47059,39858
47061,7160
47063,38657
47065,187870
47067,4277
47069,12774
47071,16307
47073,26527
47075,9744
47077,16597
47079,22032
47081,12081
47083,4418
47085,10689
47087,4827
47089,32422
47091,9654
47093,244081
47095,2815
47097,12264
47099,21174
47101,6968
47103,18299
47105,27681
47107,30371
47109,15967
47111,13771
47113,61454
47115,15729
47117,18320
47119,47612
47121,6967
47123,32868
47125,119925
47127,3269
47129,9954
47131,17708
47133,10102
47135,4615
47137,2876
47139,9762
47141,50117
47143,17177
47145,27008
47147,31945
47149,157588
47151,11850
47153,8785
47155,71320
47157,422904
47159,8588
47161,5144
47163,69352
47165,85061
47167,21417
47169,5242
47171,12248
47173,9474
47175,2866
47177,23916
47179,86325
47181,8749
47183,19884
47185,13365
47187,123583
47189,67214
48001,29000
48003,12620
48005,47178
48007,11991
48009,3386
48011,452
48013,18992
48015,9780
48017,4857
48019,1495
48021,17828
48023,1527
48025,10187
48027,171225
48029,1024586
48031,5297
48033,408
48035,7389
48037,116979
48039,144164
48041,73982
48043,222
48045,589
48047,3092
48049,26881
48051,2155
48053,13537
48055,21268
48057,11203
48059,3779
48061,262299
48063,5954
48065,4187
48067,15244
48069,5080
48071,26381
48073,29708
48075,2451
48077,4905
48079,1637
48081,1487
48083,4018
48085,417242
48087,1249
48089,8146
48091,91334
48093,7336
48095,1545
48097,16852
48099,26485
48101,712
48103,6157
48105,383
48107,2609
48109,1000
48111,1292
48113,948355
48115,8173
48117,12107
48119,3228
48121,332707
48123,11595
48125,917
48127,3368
48129,1704
48131,4633
48133,9278
48135,156481
48137,424
48139,80952
48141,349484
48143,24280
48145,4156
48147,13643
48149,3732
48151,2246
48153,2808
48155,354
48157,694780
48159,5481
48161,8915
48163,7146
48165,13871
48167,144421
48169,2693
48171,17022
48173,931
48175,2269
48177,6999
48179,7103
48181,52508
48183,64306
48185,3131
48187,97083
48189,15402
48191,1741
48193,1841
48195,1398
48197,1110
48199,12194
48201,1827686
48203,50385
48205,1077
48207,1529
48209,71175
48211,1189
48213,55808
48215,753680
48217,13365
48219,10853
48221,27365
48223,21115
48225,11682
48227,43808
48229,1141
48231,45067
48233,6978
48235,969
48237,3594
48239,6090
48241,15308
48243,44
48245,51659
48247,2958
48249,17612
48251,76674
48253,5201
48255,5783
48257,74765
48259,21038
48261,233
48263,346
48265,39842
48267,2099
48269,119
48271,1193
48273,20728
48275,551
48277,27882
48279,8331
48281,11425
48283,2749
48285,2165
48287,2223
48289,7489
48291,44189
48293,4241
48295,1445
48297,3562
48299,9838
48301,170
48303,222871
48305,2405
48307,7593
48309,101960
48311,217
48313,2203
48315,5005
48317,3861
48319,2818
48321,17119
48323,29327
48325,15806
48327,1142
48329,164550
48331,8681
48333,3489
48335,4856
48337,8303
48339,230040
48341,6456
48343,6447
48345,556
48347,40989
48349,41267
48351,4202
48353,8654
48355,162267
48357,4973
48359,948
48361,19786
48363,11965
48365,13869
48367,87476
48369,7651
48371,1846
48373,11122
48375,38898
48377,131
48379,5322
48381,34619
48383,2148
48385,1239
48387,7161
48389,1724
48391,3401
48393,281
48395,2755
48397,77029
48399,1920
48401,26571
48403,5026
48405,5144
48407,5355
48409,35667
48411,3729
48413,507
48415,15125
48417,1803
48419,14484
48421,643
48423,129054
48425,5351
48427,31014
48429,4777
48431,1197
48433,453
48435,787
48437,2662
48439,1040761
48441,18703
48443,70
48445,4311
48447,582
48449,16993
48451,58381
48453,641926
48455,6541
48457,4478
48459,18224
48461,2542
48463,8418
48465,18757
48467,23878
48469,49048
48471,16570
48473,18532
48475,8555
48477,12824
48479,110210
48481,23775
48483,2320
48485,90763
48487,7359
48489,11642
48491,299583
48493,33619
48495,5476
48497,27602
48499,16030
48501,3573
48503,9166
48505,8025
48507,67532
49001,1434
49003,23064
49005,49744
49007,3849
49009,2063
49011,129095
49013,6214
49015,3853
49017,4065
49019,3998
49021,26673
49023,1654
49025,6751
49027,4388
49029,2901
49031,643
49033,980
49035,494047
49037,5137
49039,4998
49041,8108
49043,18106
49045,28885
49047,11374
49049,239289
49051,19626
49053,78883
49055,2123
49057,103528
50001,17215
50003,23874
50005,17476
50007,113089
50009,2162
50011,24391
50013,2040
50015,17497
50017,17755
50019,12150
50021,37828
50023,41387
50025,15121
50027,38107
51001,26528
51003,45280
51005,3740
51007,5545
51009,18016
51011,6686
51013,111055
51015,32642
51017,3010
51019,47929
51021,3556
51023,10626
51025,7778
51027,12760
51029,5391
51031,29450
51033,14714
51035,16812
51036,2516
51037,5148
51041,155017
51043,7589
51045,1256
51047,27716
51049,3604
51051,8563
51053,12472
51057,5226
51059,513143
51061,31801
51063,8655
51065,7390
51067,32464
51069,45160
51071,5569
51073,15330
51075,12608
51077,8137
51079,10381
51081,5788
51083,15791
51085,49633
51087,150139
51089,26850
51091,1392
51093,10757
51095,32899
51097,2679
51099,13848
51101,8030
51103,5333
51105,7474
51107,187874
51109,16334
51111,4827
51113,6952
51115,3233
51117,17640
51119,4296
51121,32573
51125,5606
51127,8920
51131,9762
51133,5466
51135,6864
51137,18484
51139,9423
51141,10828
51143,29827
51145,12936
51147,10853
51149,22790
51153,225231
51155,12413
51157,3687
51159,4030
51161,31398
51163,11617
51165,34838
51167,15440
51169,11959
51171,18066
51173,18737
51175,4783
51177,62155
51179,67741
51181,2816
51183,4419
51185,21376
51187,23404
51191,32558
51193,8013
51195,3750
51197,17849
51199,28029
51510,67166
51520,10057
51530,1
51540,20605
51550,104567
51570,8524
51580,2882
51590,56266
51595,2639
51600,12701
51610,6786
51620,5397
51630,14939
51640,5393
51650,58889
51660,19411
51670,9904
51678,16
51680,59258
51683,26009
51685,8015
51690,4573
51700,84935
51710,116644
51730,14894
51735,4482
51740,43205
51750,1997
51760,112565
51770,71375
51775,13871
51790,11216
51800,26940
51810,190947
51820,6
51830,8943
51840,15282
53001,14910
53003,20797
53005,80351
53007,50456
53009,43726
53011,210595
53013,1960
53015,50751
53017,15754
53019,5807
53021,32734
53023,968
53025,50667
53027,42914
53029,87196
53031,27322
53033,963744
53035,126242
53037,21055
53039,12711
53041,53919
53043,6307
53045,37529
53047,24937
53049,17495
53051,9346
53053,190282
53055,15569
53057,62216
53059,6101
53061,638029
53063,217351
53065,30671
53067,141017
53069,1
53071,30050
53073,56747
53075,47409
53077,120501
54001,8857
54003,68862
54005,13090
54007,7157
54009,14520
54011,66139
54013,3500
54015,2463
54017,3891
54019,23870
54021,4601
54023,5906
54025,20087
54027,11760
54029,17028
54031,8586
54033,42198
54035,16850
54037,30664
54039,65999
54041,10377
54043,11820
54045,20670
54047,11336
54049,33284
54051,20592
54053,14979
54055,38077
54057,15215
54059,14433
54061,66283
54063,3829
54065,8772
54067,14725
54069,32858
54071,3221
54073,4505
54075,4599
54077,18977
54079,35147
54081,25284
54083,16901
54085,4984
54087,8158
54089,6622
54091,8762
54093,4027
54095,4787
54097,14393
54099,22995
54101,4673
54103,9256
54105,2813
54107,52414
54109,6856
55001,20787
55003,6345
55005,29231
55007,6473
55009,201743
55011,5936
55013,9409
55015,17941
55017,31538
55019,15996
55021,53762
55023,5637
55025,295516
55027,29757
55029,26534
55031,29088
55033,24888
55035,55392
55037,2842
55039,89727
55041,6340
55043,7428
55045,13290
55047,16499
55049,9067
55051,2123
55053,14991
55055,34512
55057,15444
55059,105140
55061,14371
55063,37410
55065,4085
55067,14062
55069,15797
55071,47882
55073,80598
55075,29899
55077,8847
55078,4260
55079,594641
55081,18029
55083,26761
55085,22258
55087,58508
55089,34422
55091,3918
55093,16786
55095,33361
55097,27174
55099,10185
55101,115015
55103,8020
55105,56401
55107,10344
55109,31550
55111,60955
55113,13024
55115,31418
55117,25546
55119,12558
55121,14810
55123,12813
55125,9284
55127,45649
55129,8409
55131,34303
55133,143177
55135,23619
55137,21071
55139,74573
55141,46818
56001,23303
56003,3930
56005,28060
56007,10767
56009,7624
56011,4545
56013,26823
56015,3896
56017,2310
56019,5448
56021,52987
56023,12820
56025,47992
56027,4
56029,14005
56033,17618
56035,5123
56037,25475
56039,18592
56041,12368
56043,265
56045,3933
60010,4094
60020,392
60040,1
60050,7841
66020,1123
66030,1321
66040,767
66050,4079
66060,2133
66070,12718
66075,1198
66080,777
66090,4959
66100,361
66110,1729
66120,748
66130,1541
66140,908
66150,1265
66160,8528
66170,156
66180,5633
66190,2323
72001,7831
72003,16432
72005,26715
72007,10130
72009,11424
72011,11137
72013,41122
72015,6741
72017,11155
72019,13015
72021,84684
72023,19881
72025,58033
72027,13782
72029,16791
72031,68476
72033,11434
72035,18949
72037,4835
72039,7222
72041,16252
72043,14804
72045,7928
72047,14847
72049,726
72051,15277
72053,14960
72054,4936
72055,5848
72057,16796
72059,7527
72061,45396
72063,19062
72065,16773
72067,6332
72069,24393
72071,18860
72073,6583
72075,19163
72077,16338
72079,10156
72081,12391
72083,3665
72085,15048
72087,9045
72089,7113
72091,19533
72093,2163
72095,4457
72097,37395
72099,16014
72101,11977
72103,9148
72105,13043
72107,9503
72109,6680
72111,8266
72113,65292
72115,10158
72117,6419
72119,19108
72121,9933
72123,11334
72125,14315
72127,184505
72129,15738
72131,17482
72133,9132
72135,24763
72137,30025
72139,25902
72141,12450
72143,15234
72145,24330
72147,3611
72149,9433
72151,12660
72153,15251
78010,30899
78020,2683
78030,22725
Grand Total,154451840
